id;name;classification;rank;generation;regional_variant;form_variant;gmax;stage;height;weight;evolves_from;type1;type2;hp;atk;def;spatk;spdef;speed;abilities;desc
982;dudunsparce;Land Snake Pokémon;ordinary;generation-ix;;;;final;36;392;dunsparce;normal;none;125;100;80;85;75;55;serene-grace run-away rattled;This Pokémon uses its hard tail to make its nest by boring holes into bedrock deep underground. The nest can reach lengths of over six miles.
983;kingambit;Big Blade Pokémon;ordinary;generation-ix;;;;final;20;1200;bisharp;dark;steel;100;135;120;60;85;50;defiant supreme-overlord pressure;Only a Bisharp that stands above all others in its vast army can evolve into Kingambit.
984;great-tusk;Paradox Pokémon;paradox;generation-ix;;;;final;22;3200;nothing;ground;fighting;115;131;131;53;53;87;protosynthesis;Sightings of this Pokémon have occurred in recent years. The name Great Tusk was taken from a creature listed in a certain book.
985;scream-tail;Paradox Pokémon;paradox;generation-ix;;;;final;12;80;nothing;fairy;psychic;115;65;99;65;115;111;protosynthesis;There has been only one reported sighting of this Pokémon. It resembles a mysterious creature depicted in an old expedition journal.
986;brute-bonnet;Paradox Pokémon;paradox;generation-ix;;;;final;12;210;nothing;grass;dark;111;127;99;79;99;55;protosynthesis;It is possible that the creature listed as Brute Bonnet in a certain book could actually be this Pokémon.
987;flutter-mane;Paradox Pokémon;paradox;generation-ix;;;;final;14;40;nothing;ghost;fairy;55;55;55;135;135;135;protosynthesis;This Pokémon has characteristics similar to those of Flutter Mane, a creature mentioned in a certain book.
988;slither-wing;Paradox Pokémon;paradox;generation-ix;;;;final;32;920;nothing;bug;fighting;85;135;79;85;105;81;protosynthesis;This mysterious Pokémon has some similarities to a creature that an old book introduced as Slither Wing.
989;sandy-shocks;Paradox Pokémon;paradox;generation-ix;;;;final;23;600;nothing;electric;ground;85;81;97;121;85;101;protosynthesis;No records exist of this Pokémon being caught. Data is lacking, but the Pokémon’s traits match up with a creature shown in an expedition journal.
990;iron-treads;Paradox Pokémon;paradox;generation-ix;;;;final;9;2400;nothing;ground;steel;90;112;120;72;70;106;quark-drive;This Pokémon closely resembles a scientific weapon that a paranormal magazine claimed was sent to this planet by aliens.
991;iron-bundle;Paradox Pokémon;paradox;generation-ix;;;;final;6;110;nothing;ice;water;56;80;114;124;60;136;quark-drive;Its shape is similar to a robot featured in a paranormal magazine article. The robot was said to have been created by an ancient civilization.
992;iron-hands;Paradox Pokémon;paradox;generation-ix;;;;final;18;3807;nothing;fighting;electric;154;140;108;50;68;50;quark-drive;It is very similar to a cyborg covered exclusively by a paranormal magazine. The cyborg was said to be the modified form of a certain athlete.
993;iron-jugulis;Paradox Pokémon;paradox;generation-ix;;;;final;13;1110;nothing;dark;flying;94;80;86;122;80;108;quark-drive;It resembles a certain Pokémon introduced in a paranormal magazine, described as the offspring of a Hydreigon that fell in love with a robot.
994;iron-moth;Paradox Pokémon;paradox;generation-ix;;;;final;12;360;nothing;fire;poison;80;70;60;140;110;110;quark-drive;This Pokémon resembles an unknown object described in a paranormal magazine as a UFO sent to observe humanity.
995;iron-thorns;Paradox Pokémon;paradox;generation-ix;;;;final;16;3030;nothing;rock;electric;100;134;110;70;84;72;quark-drive;It has some similarities to a Pokémon introduced in a dubious magazine as a Tyranitar from one billion years into the future.
996;frigibax;Ice Fin Pokémon;ordinary;generation-ix;;;;one;5;170;nothing;dragon;ice;65;75;45;35;45;55;thermal-exchange ice-body;Frigibax absorbs heat through its dorsal fin and converts the heat into ice energy. The higher the temperature, the more energy Frigibax stores.
997;arctibax;Ice Fin Pokémon;ordinary;generation-ix;;;;two;8;300;frigibax;dragon;ice;90;95;66;45;65;62;thermal-exchange ice-body;Arctibax freezes the air around it, protecting its face with an ice mask and turning its dorsal fin into a blade of ice.
998;baxcalibur;Ice Dragon Pokémon;ordinary;generation-ix;;;;final;21;2100;arctibax;dragon;ice;115;145;92;75;86;87;thermal-exchange ice-body;This Pokémon blasts cryogenic air out from its mouth. This air can instantly freeze even liquid-hot lava.
999;gimmighoul;Coin Hunter Pokémon;ordinary;generation-ix;;roaming-form;;one;1;1;nothing;ghost;none;45;30;25;75;45;80;run-away;This Pokémon was born from passion that seeped into a coin. It wanders, apparently seeking to return to the treasure chest it once inhabited. It wanders around, carrying an old coin on its back. It survives by draining the life-force from humans who try to pick up its coin.
999;gimmighoul;Coin Chest Pokémon;ordinary;generation-ix;;chest-form;;one;3;50;nothing;ghost;none;45;30;70;75;70;10;rattled;This Pokémon was born inside a treasure chest about 1,500 years ago. It sucks the life-force out of scoundrels who try to steal the treasure. It lives inside an old treasure chest. Sometimes it gets left in shop corners since no one realizes it's actually a Pokémon.
1000;gholdengo;Coin Entity Pokémon;ordinary;generation-ix;;;;final;12;300;gimmighoul;steel;ghost;87;60;95;133;91;84;good-as-gold;Its body seems to be made up of 1,000 coins. This Pokémon gets along well with others and is quick to make friends with anybody.
1001;wo-chien;Ruinous Pokémon;legendary;generation-ix;;;;final;15;742;nothing;dark;grass;85;85;100;95;135;70;tablets-of-ruin;The grudge of a person punished for writing the king’s evil deeds upon wooden tablets has clad itself in dead leaves to become a Pokémon.
1002;chien-pao;Ruinous Pokémon;legendary;generation-ix;;;;final;19;1522;nothing;dark;ice;80;120;80;90;65;135;sword-of-ruin;This Pokémon can control 100 tons of fallen snow. It plays around innocently by leaping in and out of avalanches it has caused.
1003;ting-lu;Ruinous Pokémon;legendary;generation-ix;;;;final;27;6997;nothing;dark;ground;155;110;125;55;80;45;vessel-of-ruin;The fear poured into an ancient ritual vessel has clad itself in rocks and dirt to become a Pokémon.
1004;chi-yu;Ruinous Pokémon;legendary;generation-ix;;;;final;4;49;nothing;dark;fire;55;80;80;135;120;100;beads-of-ruin;It controls flames burning at over 5,400 degrees Fahrenheit. It casually swims through the sea of lava it creates by melting rock and sand.
1005;roaring-moon;Paradox Pokémon;paradox;generation-ix;;;;final;20;3800;nothing;dragon;dark;105;139;71;55;101;119;protosynthesis;It is possible that this is the creature listed as Roaring Moon in an expedition journal that still holds many mysteries.
1006;iron-valiant;Paradox Pokémon;paradox;generation-ix;;;;final;14;350;nothing;fairy;fighting;74;130;90;120;60;116;quark-drive;It has some similarities to a mad scientist’s invention covered in a paranormal magazine.
1007;koraidon;Paradox Pokémon;legendary;generation-ix;;;;final;25;3030;nothing;fighting;dragon;100;135;115;85;100;135;orichalcum-pulse;This seems to be the Winged King mentioned in an old expedition journal. It was said to have split the land with its bare fists.
1008;miraidon;Paradox Pokémon;legendary;generation-ix;;;;final;35;2400;nothing;electric;dragon;100;85;100;135;115;135;hadron-engine ;Much remains unknown about this creature. It resembles Cyclizar, but it is far more ruthless and powerful.
1009;walking-wake;Paradox Pokémon;paradox;generation-ix;;;;final;35;2800;nothing;water;dragon;99;83;91;125;83;109;protosynthesis;This ferocious creature is shrouded in mystery. It's named after an aquatic monster mentioned in an old expedition journal. It resembles an illustration published in a paranormal magazine, said to be a depiction of a super-ancient Suicune.
1010;iron-leaves;Paradox Pokémon;paradox;generation-ix;;;;final;15;1250;nothing;grass;psychic;90;130;88;70;108;104;quark-drive;Many of its physical characteristics match those of a Virizion from the future that was covered in a paranormal magazine. According to the few eyewitness accounts that exist, it used its shining blades to julienne large trees and boulders.
1011;dipplin;Candy Apple Pokémon;ordinary;generation-ix;;;;two;4;97;applin;grass;dragon;80;80;110;95;80;40;supersweet-syrup gluttony sticky-hold;Dipplin is two creatures in one Pokémon. Its evolution was triggered by a special apple grown only in one place. The head sticking out belongs to the fore-wyrm, while the tail belongs to the core-wyrm. The two share one apple and help each other out.
1012;poltchageist;Matcha Pokémon;ordinary;generation-ix;;;;one;1;11;nothing;grass;ghost;40;45;45;74;54;50;hospitality heatproof;Supposedly, the regrets of a tea ceremony master who died before perfecting his craft lingered in some matcha and became a Pokémon. Poltchageist looks like a regional form of Sinistea, but it was recently discovered that the two Pokémon are entirely unrelated. It sprinkles some of its powdery body onto food and drains the life-force from those who so much as lick it. It has taken up residence in a very expensive tea caddy. It takes an expert to distinguish the expensive tea caddies from the cheap ones.
1013;sinistcha;Matcha Pokémon;ordinary;generation-ix;;;;final;2;22;poltchageist;grass;ghost;71;60;106;121;80;70;hospitality heatproof;It pretends to be tea, trying to fool people into drinking it so it can drain their life-force. Its ruse is generally unsuccessful. It prefers cool, dark places, such as the back of a shelf or the space beneath a home's floorboards. It wanders in search of prey after sunset. It lives inside a superb teacup that was crafted by a potter of great renown. Collectors positively adore this Pokémon. The more stirring it does with the tea whisk on its head, the more energy it builds up. It does this to prepare for battle.
1014;okidogi;Retainer Pokémon;legendary;generation-ix;;;;one;18;922;nothing;poison;fighting;88;128;115;58;86;80;toxic-chain zero-to-hero;After all its muscles were stimulated by the toxic chain around its neck, Okidogi transformed and gained a powerful physique. Okidogi is a ruffian with a short temper. It can pulverize anything by swinging around the chain on its neck.
1015;munkidori;Retainer Pokémon;legendary;generation-ix;;;;final;10;122;nothing;poison;psychic;88;75;66;130;90;106;toxic-chain frisk;Okidogi is a ruffian with a short temper. It can pulverize anything by swinging around the chain on its neck. Munkidori keeps itself somewhere safe while it toys with its foes, using psychokinesis to induce intense dizziness.
1016;fezandipiti;Retainer Pokémon;legendary;generation-ix;;;;final;14;301;nothing;poison;fairy;88;91;82;70;125;99;toxic-chain technician;Fezandipiti owes its beautiful looks and lovely voice to the toxic stimulants emanating from the chain wrapped around its body. Fezandipiti beats its glossy wings to scatter pheromones that captivate people and Pokémon.
1017;ogerpon;Mask Pokemon;legendary;generation-ix;;hearthflame-mask;;final;12;398;nothing;grass;fire;80;120;84;60;96;110;mold-breaker;This form excels in both attack and defense. It ceaselessly unleashes moves like a spring gushes water. In this form, it draws on the power of water. It attacks unrelentingly with kicks and ivy strikes.
1017;ogerpon;Mask Pokemon;legendary;generation-ix;;wellspring-mask;;final;12;398;nothing;grass;water;80;120;84;60;96;110;water-absorb;This form excels in both attack and defense. It ceaselessly unleashes moves like a spring gushes water. In this form, it draws on the power of water. It attacks unrelentingly with kicks and ivy strikes.
1017;ogerpon;Mask Pokemon;legendary;generation-ix;;cornerstone-mask;;final;12;398;nothing;grass;rock;80;120;84;60;96;110;sturdy;This form has excellent defenses, absorbing impacts solidly like the cornerstones that support houses. In this form, it draws on the power of stone. Its body is rock-solid, protecting it from all manner of attacks.
1017;ogerpon;Mask Pokemon;legendary;generation-ix;;;;final;12;398;nothing;grass;none;80;120;84;60;96;110;defiant;This Pokémon's type changes based on which mask it's wearing. It confounds its enemies with nimble movements and kicks. This mischief-loving Pokémon is full of curiosity. It battles by drawing out the type-based energy contained within its masks.
1018;archaludon;Alloy Pokémon;ordinary;generation-ix;;;;final;20;600;duraludon;steel;dragon;90;105;130;125;65;85;stamina sturdy stalwart;It gathers static electricity from its surroundings. The beams it launches when down on all fours are tremendously powerful. It digs holes on mountains, searching for food. It's so durable that being caught in a cave-in won't faze it.
1019;hydrapple;Apple Hydra Pokémon;ordinary;generation-ix;;;;final;18;930;dipplin;grass;dragon;106;80;110;120;80;44;supersweet-syrup regenerator sticky-hold;Seven syrpents live inside an apple made of syrup. The syrpent in the center is the commander. These capricious syrpents have banded together. On the rare occasion that their moods align, their true power is unleashed.
1020;gouging-fire;Paradox Pokémon;paradox;generation-ix;;;;final;35;5900;nothing;fire;dragon;105;115;121;65;93;91;protosynthesis;There are scant few reports of this creature being sighted. One short video shows it rampaging and spouting pillars of flame. It resembles an eerie Pokémon once shown in a paranormal magazine. That Pokémon was said to be an Entei regenerated from a fossil.
